,Disease Name,DOID,UBERON,Exact Synonyms
10988,eccrine papillary adenoma,5446,0002530,"['eccrine papillary adenoma of skin', 'papillary eccrine adenoma']"
10989,pulmonary venoocclusive disease,5453,,['pulmonary veno-occlusive disease']
10990,obsolete pulmonary vascular disorder,5455,,[]
10991,obsolete spinal vascular disorder,5456,,[]
10992,laryngeal neuroendocrine tumor,5457,,"['laryngeal neuroendocrine tumour', 'neuroendocrine tumor of larynx', 'neuroendocrine tumour of larynx']"
10993,obsolete contagious pleuropneumonia,5460,,[]
10994,obsolete primary Mycoplasma infectious disease,5461,,"[""eaton's agent infection (disorder)"", 'mycoplasma infection (disorder)', ""mycoplasma infection with eaton's agent"", 'mycoplasma infection, unspecified (disorder)', 'mycoplasmosis (disorder)', 'disease caused by mycoplasma [ambiguous]', 'disease caused by mycoplasma, nos']"
10995,obsolete African swine fever,5462,,"['african swine fever', 'african swine fever (disorder)']"
10996,cochlear disease,5463,,[]
10997,conjunctival intraepithelial neoplasm,5465,0001811,['intraepithelial neoplasia of conjunctiva']
10998,conjunctival cancer,5467,0001811,"['conjunctival tumor', 'malignant conjunctival tumor', 'malignant neoplasm of conjunctiva', 'malignant tumor of conjunctiva', 'neoplasm of conjunctiva']"
10999,biliary papillomatosis,5468,0000344,['bile duct papillomatosis']
11000,biliary tract intraductal papillary mucinous neoplasm,5469,,[]
11001,obsolete tumor of the thecoma fibroma group,5472,,[]
11002,ovarian serous adenofibroma,5474,,[]
11003,uterine corpus adenofibroma,5475,0009853,['adenofibroma of corpus uteri']
11004,cervical adenofibroma,5476,,[]
11005,clear cell adenofibroma,5477,,[]
11006,fallopian tube adenofibroma,5478,,[]
11007,papillary adenofibroma,5479,,[]
11008,obsolete malignant hypertensive heart disease,548,,"['malignant hypertensive heart disease (disorder)', 'malignant hypertensive heart disease nos (disorder)']"
11009,ovarian endometrioid adenofibroma,5480,,[]
11010,cystadenofibroma,5482,,[]
11011,fibrous synovial sarcoma,5484,,['fibrous sarcoma of synovium']
11012,synovial sarcoma,5485,,[]
11013,obsolete metastatic synovial sarcoma,5486,,[]
11014,spindle cell synovial sarcoma,5487,,"['synovial sarcoma with spindle cell components', 'synovial sarcoma, monophasic fibrous']"
11015,mediastinum synovial sarcoma,5488,,['synovial sarcoma of mediastinum']
11016,obsolete adult synovial sarcoma,5489,,[]
11017,obsolete pediatric synovial sarcoma,5491,,[]
11018,biphasic synovial sarcoma,5492,,"['biphasic sarcoma of synovium', 'synovial sarcoma, biphasic']"
11019,obsolete recurrent synovial sarcoma,5493,,['relapsed synovial sarcoma']
11020,epithelioid cell synovial sarcoma,5494,,"['synovial sarcoma, epithelioid cell', 'epithelioid synovial sarcoma']"
11021,monophasic synovial sarcoma,5495,,['monophasic sarcoma of synovium']
11022,obsolete nonmetastatic synovial sarcoma,5496,,['non-metastatic synovial sarcoma']
11023,obsolete Hepadnaviridae infectious disease,5497,,[]
11024,cellular ependymoma,5500,,[]
11025,Pediculus humanus capitis infestation,5501,,"['pediculosis capitis', 'pediculus capitis', 'pediculus capitis infestation', 'head louse infestation']"
11026,lice infestation,5502,,"['infestation by pediculus', 'louse infestation', 'pediculosis + lice', 'pediculosis and phthirus infections', 'pediculosis and phthirus infestation', 'mixed pediculosis', 'mixed pediculosis infestation', 'pediculosis', 'pediculosis and phthirus infection']"
11027,spinal cord ependymoma,5503,0002240,"['ependymal neoplasm of the spinal cord', 'spinal ependymoma']"
11028,tanycytic ependymoma,5504,,[]
11029,papillary ependymoma,5505,,[]
11030,clear cell ependymoma,5507,,[]
11031,brain stem ependymoma,5508,0002240,['ependymoma of the brainstem']
11032,childhood ependymoma,5509,,[]
11033,toxic pneumonitis,551,,"['acute chemical fume pulmonary edema', 'acute chemical pulmonary edema']"
11034,pineal dysgerminoma,5510,,[]
11035,dysgerminoma of ovary,5511,,['ovarian dysgerminoma']
11036,Pediculus humanus corporis infestation,5513,,"['pediculus corporis', 'pediculus humanus infestation', 'body louse infestation']"
11037,breast squamous cell carcinoma,5514,,"['scc of breast', 'breast primary squamous cell carcinoma', 'primary squamous cell carcinoma of the breast']"
11038,nasal cavity squamous cell carcinoma,5515,0001707,['squamous cell carcinoma of the nasal cavity']
11039,gastric squamous cell carcinoma,5516,,['squamous cell carcinoma of stomach']
11040,stomach carcinoma,5517,0000945,"['cancer of the stomach', 'carcinoma of stomach', 'gastric carcinoma']"
11041,penis squamous cell carcinoma,5518,,['epidermoid cell carcinoma of penis']
11042,colon squamous cell carcinoma,5519,,['colonic epidermoid carcinoma']
11043,pneumonia,552,,['acute pneumonia']
11044,head and neck squamous cell carcinoma,5520,,"['carcinoma of the head and neck', 'squamous cell carcinoma of the head and neck', 'squamous cell carcinomas of head and neck']"
11045,keratinizing squamous cell carcinoma,5521,,"['keratinizing epidermoid carcinoma', 'squamous cell carcinoma, keratinizing']"
11046,basaloid squamous cell carcinoma,5522,,['basaloid carcinoma']
11047,adenoid squamous cell carcinoma,5524,0001732,"['acantholytic squamous cell carcinoma', 'pseudoglandular squamous carcinoma', 'adenoacanthoma', 'adenocarcinoma with squamous metaplasia']"
11048,anal squamous cell carcinoma,5525,,['epidermoid anal carcinoma']
11049,middle ear squamous cell carcinoma,5526,,['epidermoid carcinoma of the middle ear']
11050,ampulla of Vater squamous cell carcinoma,5527,,[]
11051,rectum squamous cell carcinoma,5528,0001052,['squamous carcinoma of rectum']
11052,lacrimal gland squamous cell carcinoma,5529,,['epidermoid carcinoma of the lacrimal gland']
11053,thymus squamous cell carcinoma,5530,0002370,['epidermoid thymic carcinoma']
11054,ovarian squamous cell carcinoma,5531,0000992,[]
11055,ovarian squamous cell neoplasm,5532,,[]
11056,endometrial squamous cell carcinoma,5533,,['squamous cell carcinoma of endometrium']
11057,renal pelvis squamous cell carcinoma,5534,0001224,['epidermoid carcinoma of the kidney pelvis']
11058,gallbladder squamous cell carcinoma,5535,,['epidermoid gallbladder carcinoma']
11059,sarcomatoid squamous cell skin carcinoma,5536,,"['spindle cell (sarcomatoid) squamous cell carcinoma', 'spindle cell (sarcomatoid) squamous cell skin carcinoma', 'spindle cell squamous carcinoma of skin', 'spindle cell squamous cell carcinoma', 'squamous cell carcinoma, sarcomatoid']"
11060,squamous cell bile duct carcinoma,5537,0002394,['bile duct squamous cell carcinoma']
11061,external ear squamous cell carcinoma,5538,,['epidermoid carcinoma of the external ear']
11062,ureter squamous cell carcinoma,5539,,['ureteral epidermoid carcinoma']
11063,fallopian tube squamous cell carcinoma,5540,,['squamous cell carcinoma of the fallopian tube']
11064,anal neuroendocrine tumor,5545,,"['anal neuroendocrine tumour', 'neuroendocrine tumor of anus', 'neuroendocrine tumour of anus']"
11065,femoral cancer,5546,,"['cancer of the femur', 'neoplasm of femur']"
11066,pulmonary artery choriocarcinoma,5547,0002012,['syncytioma of pulmonary artery']
11067,obsolete CNS choriocarcinoma,5549,,['choriocarcinoma of cns']
11068,choriocarcinoma of ovary,5550,0000992,['ovarian choriocarcinoma']
11069,choriocarcinoma of the testis,5551,,['testicular choriocarcinoma']
11070,obsolete mediastinum choriocarcinoma,5552,,['choriocarcinoma of mediastinum']
11071,pineal region choriocarcinoma,5553,,['pineal choriocarcinoma']
11072,testicular malignant germ cell cancer,5556,,['malignant germ cell tumor of testis']
11073,testicular germ cell cancer,5557,,['germ cell tumor of testis']
11074,mediastinal cancer,5559,0003728,"['tumour of mediastinum', 'mediastinal tumor', 'mediastinum cancer', 'neoplasm of mediastinum']"
11075,mediastinal mesenchymal tumor,5560,,"['mediastinal mesenchymal tumour', 'soft tissue tumor of mediastinum', 'soft tissue tumour of mediastinum']"
11076,gastric teratoma,5561,0000945,['teratoma of stomach']
11077,obsolete dermoid cyst with malignant transformation,5562,,"['dermoid cyst with malignant transformation (morphologic abnormality)', 'teratoma with malignant transformation', 'teratoma with malignant transformation (morphologic abnormality)', 'teratoma with malignant transformation [dup] (morphologic abnormality)']"
11078,malignant teratoma,5563,,"['immature teratoma', 'teratoma, malignant, nos', 'malignant extragonadal teratoma', 'primary malignant extragonadal teratoma']"
11079,fallopian tube teratoma,5564,0003889,[]
11080,adult teratoma,5565,,[]
11081,mature teratoma,5566,,[]
11082,ovarian germ cell teratoma,5567,,['germ cell teratoma of ovary']
11083,mediastinum teratoma,5568,0003728,['teratoma of mediastinum']
11084,malignant syringoma,5569,,"['microcystic adnexal carcinoma', 'microcystic adnexal carcinoma of skin', 'syringomatous carcinoma']"
11085,kidney disease,557,0002113,"['impaired renal function disease', 'nephropathy']"
11086,malignant acrospiroma,5570,,"['eccrine ductal carcinoma', 'eccrine ductal carcinoma of skin', 'anaplastic syringoma']"
11087,Beckwith-Wiedemann syndrome,5572,,[]
11088,obsolete classical swine fever,5573,,['hog cholera (disorder)']
11089,VIPoma,5574,,"['vip- secreting tumor', 'vasoactive intestinal peptide-secreting tumor', 'vipoma, malignant', 'malignant vasoactive intestinal peptide-secreting tumor']"
11090,obsolete delayed puberty,5575,,"['delay in sexual development and/or puberty', 'delayed puberty', 'delayed puberty (& [nos])', 'delayed puberty (disorder)', 'delayed puberty nos', 'delayed puberty']"
11091,inhibited male orgasm,5576,,['male orgasmic disorder']
11092,gastrinoma,5577,,"['gastrin secreting tumor', 'gastrin cell tumour', 'malignant gastrinoma']"
11093,obsolete small intestinal gastrinoma,5578,,['small intestinal g-cell gastrin producing tumor']
11094,gastric gastrinoma,5579,,['gastric g-cell gastrin producing tumor']
11095,obsolete acute pyelonephritis without lesion of renal medullary necrosis,558,,[]
11096,pancreatic gastrinoma,5580,,['pancreatic g-cell tumor']
11097,lung giant cell carcinoma,5583,,"['giant cell carcinoma', 'giant cell lung carcinoma']"
11098,Ferguson-Smith tumor,5585,,['multiple self-healing epithelioma of ferguson-smith']
11099,Volkmann contracture,5587,,"[""volkmann's ischemic contracture""]"
11100,lung papillary adenocarcinoma,5588,,['papillary adenocarcinoma of the lung']
11101,acute pyelonephritis,559,,[]
11102,aggressive digital papillary adenocarcinoma,5590,0002530,[]
11103,eccrine papillary adenocarcinoma,5591,0002530,['digital papillary adenocarcinoma']
11104,breast papillary carcinoma,5592,,"['papillary carcinoma of the breast', 'breast solid papillary carcinoma']"
11105,gastric papillary adenocarcinoma,5593,,['papillary adenocarcinoma of stomach']
11106,obsolete intraductal papillary adenocarcinoma with invasion,5594,,"['intraductal papillary adenocarcinoma with invasion', 'intraductal papillary adenocarcinoma with invasion (morphologic abnormality)']"
11107,papillary thymic adenocarcinoma,5595,,['papillary carcinoma of the thymus']
11108,fallopian tube papillary adenocarcinoma,5597,,['papillary adenocarcinoma of the fallopian tube']
11109,fallopian tube serous adenocarcinoma,5598,,[]
11110,obsolete precursor T-lymphoblastic lymphoma/leukemia,5599,,[]
11111,jaw-winking syndrome,560,,"['jaw-blinking', 'marcus-gunn syndrome', 'pterygoid-levator synkinesis', 'abnormal innervation syndrome of eyelid']"
11112,obsolete precursor lymphoblastic lymphoma/leukemia,5600,,[]
11113,obsolete T-cell neoplasm,5601,,[]
11114,T-cell adult acute lymphocytic leukemia,5602,,"['atll', 'acute adult t-cell leukemia-lymphoma', 'adult precursor t lymphoblastic leukemia']"
11115,T-cell acute lymphoblastic leukemia,5603,,"['precursor t lymphoblastic leukemia', 't acute lymphoblastic leukemia', 't-cell acute lymphocytic leukaemia', 't-cell leukemia', 't-cell lymphoblastic leukemia/lymphoma', 'acute t cell leukemia', 'precursor t-lymphoblastic lymphoma/leukemia']"
11116,adult acute lymphocytic leukemia,5604,,"['adult all', 'adult acute lymphoid leukemia']"
11117,breast medullary carcinoma,5605,,['medullary breast carcinoma with lymphoid stroma']
11118,dental pulp calcification,5608,,"['pulp calcification', 'pulp calcifications', 'pulpal calcifications']"
11119,obsolete congenital adrenal gland disorder,5609,,[]
11120,trigeminal nerve disease,561,0001645,[]
11121,obsolete anaplastic intraspinal meningioma,5611,,['malignant intraspinal meningioma']
11122,spinal cancer,5612,0002240,"['intraspinal tumor', 'malignant tumor of the spinal cord', 'spinal cord cancer', 'spinal cord neoplasm', 'tumor of the spinal cord']"
11123,obsolete anaplastic meningioma,5613,,"['anaplastic (malignant) meningioma', 'malignant meningioma (morphologic abnormality)', 'meningioma, malignant (morphologic abnormality)']"
11124,eye disease,5614,0000970,[]
11125,spinal canal intradural extramedullary neoplasm,5615,,['intradural extramedullary spinal tumors']
11126,obsolete intraepithelial neoplasm,5616,,"['epithelial dysplasia', 'epithelial dysplasia (morphologic abnormality)']"
11127,third cranial nerve disease,562,0001643,"['oculomotor nerve disorder', 'disorder of oculomotor nerve']"
11128,histiocytic and dendritic cell cancer,5621,,['histiocytic and dendritic cell']
11129,obsolete Major puerperal infectious disease,5622,,[]
11130,adenosquamous breast carcinoma,5623,0000310,[]
11131,adenosquamous bile duct carcinoma,5624,0002394,['bile duct adenosquamous carcinoma']
11132,esophageal adenosquamous carcinoma,5625,0001043,[]
11133,thymus adenosquamous carcinoma,5626,0002370,['adenosquamous carcinoma of the thymus']
11134,adenosquamous gallbladder carcinoma,5627,,['adenosquamous carcinoma of the gallbladder']
11135,ampulla of Vater adenosquamous carcinoma,5628,0004913,[]
11136,adenosquamous colon carcinoma,5629,0001155,['colonic adenosquamous carcinoma']
11137,obsolete primary Fusobacteriaceae infectious disease,563,,[]
11138,Bartholin's gland adenosquamous carcinoma,5630,,['bartholin gland adenosquamous carcinoma']
11139,endometrial adenosquamous carcinoma,5631,0001295,['adenosquamous carcinoma of endometrium']
11140,optic nerve sheath meningioma,5632,,['meningioma of optic nerve sheath']
11141,obsolete visual pathway meningioma,5633,,['meningioma of the optic tract']
11142,adenosquamous prostate carcinoma,5634,0002367,['adenosquamous carcinoma of the prostate']
11143,gastric adenosquamous carcinoma,5635,0000945,['adenosquamous carcinoma of stomach']
11144,cervical adenosquamous carcinoma,5636,0000002,"['adenosquamous carcinoma of cervix', 'adenosquamous cell carcinoma of the cervix uteri']"
11145,pancreatic adenosquamous carcinoma,5637,0001264,['adenosquamous carcinoma of pancreas']
11146,malignant giant cell tumor of soft parts,5638,,['malignant giant cell neoplasm of soft parts']
11147,rete testis neoplasm,5639,,[]
11148,diffuse pulmonary fibrosis,5641,,[]
11149,localized pulmonary fibrosis,5642,,[]
11150,urethral villous adenoma,5643,0002530,[]
11151,tricuspid valve prolapse,5644,,[]
11152,choroid plexus carcinoma,5648,0001886,[]
11153,obsolete solid carcinoma,5649,,"['solid carcinoma nos (morphologic abnormality)', 'solid carcinoma with mucin formation']"
11154,bilateral hypoactive labyrinth,565,,"['hypoactive bilateral labyrinthine dysfunction', 'hypoactive labyrinth, bilateral']"
11155,obsolete anaplastic carcinoma,5651,,"['anaplastic carcinoma', 'carcinoma, anaplastic (morphologic abnormality)', 'carcinoma, anaplastic type, nos (morphologic abnormality)']"
11156,obsolete metaplastic carcinoma,5652,,['metaplastic carcinoma (morphologic abnormality)']
11157,chiasmal syndrome,5655,0000959,"['chiasma syndrome', 'disorder of optic chiasm']"
11158,cranial nerve disease,5656,0001785,"['cranial nerve disorder', 'disorder of cranial nerve']"
11159,lipid-rich carcinoma,5658,,[]
11160,obsolete invasive carcinoma,5659,,[]
11161,labyrinthine dysfunction,566,,[]
11162,lymphoepithelioma-like carcinoma,5660,,"['nasopharyngeal type undifferentiated carcinoma', 'lymphoepithelial carcinoma']"
11163,pleomorphic carcinoma,5662,,[]
11164,obsolete helicobacter pylori-related carcinoma,5663,,[]
11165,external ear cancer,5665,0001691,"['malignant neoplasm of the external ear', 'malignant tumor of external ear']"
11166,sweat gland carcinoma,5667,0001820,['carcinoma of the sweat gland']
11167,comedo carcinoma,5670,,['comedocarcinoma']
11168,large intestine cancer,5672,0000059,[]
11169,cribriform carcinoma,5675,,"['ductal carcinoma, cribriform type']"
11170,extragonadal nonseminomatous germ cell tumor,5677,0000916,['primary malignant extragonadal nonseminoma']
11171,nerve fibre bundle defect,5678,,"['retinal nerve fiber bundle defects', 'retinal nerve fiber bundle deficiency']"
11172,retinal disease,5679,0000966,[]
11173,embryonal testis carcinoma,5680,,"['embryonal carcinoma of testis', 'testicular embryonal carcinoma']"
11174,ovarian embryonal carcinoma,5681,0000992,"['embryonal carcinoma of ovary', 'embryonal carcinoma of the ovary']"
11175,hereditary breast ovarian cancer syndrome,5683,,"['brca1- and brca2-associated hereditary breast and ovarian cancer', 'breast and ovarian cancer syndrome', 'hboc syndrome', 'hereditary breast and ovarian cancer syndrome', 'hereditary breast and ovarian cancer']"
11176,"spondyloepimetaphyseal dysplasia, Sponastrime type",5684,,"['spondylar and nasal alterations-striated metaphyses syndrome', 'sponastrime dysplasia']"
11177,obsolete flat adenoma syndrome,5687,,[]
11178,Werner syndrome,5688,,"['ws', ""werner's syndrome"", 'adult premature ageing syndrome', 'adult progeria']"
11179,well-differentiated liposarcoma,5690,,['atypical lipomatous tumor']
11180,visual cortex disease,5691,0000411,['visual cortex dysfunction']
11181,cellular myxoid liposarcoma,5692,,['round cell liposarcoma']
11182,adult liposarcoma,5693,,[]
11183,esophagus liposarcoma,5694,0001043,"['liposarcoma of esophagus', 'liposarcoma of oesophagus', 'oesophagus liposarcoma']"
11184,childhood liposarcoma,5695,,['pediatric liposarcoma']
11185,larynx liposarcoma,5696,0001737,['liposarcoma of larynx']
11186,liposarcoma of the ovary,5697,0000992,['liposarcoma of ovary']
11187,fibroblastic liposarcoma,5698,,[]
11188,kidney liposarcoma,5699,0002113,['liposarcoma of kidney']
11189,aortic valve insufficiency,57,,"['rheumatic aortic insufficiency', 'rheumatic aortic regurgitation', 'rheumatic aortic valve regurgitation', 'aortic incompetence', 'aortic insufficiency', 'aortic regurgitation', 'rheumatic aortic valve insufficiency']"
11190,gastric liposarcoma,5700,,['liposarcoma of the stomach']
11191,breast liposarcoma,5701,,['liposarcoma of the breast']
11192,pleomorphic liposarcoma,5702,,[]
11193,mixed liposarcoma,5703,,[]
11194,sclerosing liposarcoma,5704,,[]
11195,spindle cell liposarcoma,5705,,[]
11196,obsolete liposarcoma nonmetastatic,5707,,['non-metastatic liposarcoma']
11197,obsolete liposarcoma metastatic,5708,,[]
11198,mixed-type liposarcoma,5709,,[]
11199,median neuropathy,571,,[]
11200,obsolete liposarcoma recurrent,5710,,['relapsed liposarcoma']
11201,vulvar liposarcoma,5711,0000997,[]
11202,cutaneous liposarcoma,5712,,['liposarcoma of the skin']
11203,mediastinum liposarcoma,5713,,['liposarcoma of mediastinum']
11204,intracranial liposarcoma,5714,,[]
11205,functionless pituitary adenoma,5715,,"['non-functioning neoplasm of the pituitary', 'non-secretory adenoma of the pituitary gland']"
11206,hormone producing pituitary cancer,5716,,"['pituitary tumors, hormone producing', 'somatotropinoma', 'growth hormone producing pituitary tumor']"
11207,obsolete recurrent pituitary tumor,5717,,['relapsed tumor of pituitary']
11208,adrenal neuroblastoma,5718,,['neuroblastoma of adrenal gland']
11209,adrenal medulla cancer,5719,0001236,"['adrenal medulla neoplasm', 'adrenal medulla tumor', 'malignant neoplasm of adrenal medulla', 'malignant tumor of the adrenal medulla']"
11210,mononeuritis of upper limb and mononeuritis multiplex,572,,[]
11211,obsolete neuroblastomas of the adrenal gland and sympathetic nervous system,5720,,['neuroblastomas of adrenal gland and sympathetic nervous system']
11212,optic atrophy,5723,,['atrophy of optic disc']
11213,seminal vesicle cystadenoma,5724,0002530,[]
11214,rete ovarii cystadenoma,5725,,[]
11215,uterine ligament papillary cystadenoma associated with von Hippel-Lindau disease,5726,,[]
11216,uterine ligament cancer,5727,,['tumor of the uterine ligament']
11217,diffuse peritoneal leiomyomatosis,5728,,['leiomyomatosis peritonealis disseminata']
11218,intravenous leiomyomatosis,5729,0001981,[]
11219,nerve compression syndrome,573,,"['compression neuropathy', 'entrapment neuropathy', 'peripheral nerve entrapment syndrome']"
11220,salpingitis isthmica nodosa,5730,,[]
11221,chronic salpingitis,5731,,[]
11222,pyosalpinx,5732,,['pyosalpingitis']
11223,salpingitis,5733,,[]
11224,obsolete secondary myelofibrosis,5738,,[]
11225,peripheral nervous system disease,574,0000010,[]
11226,small intestinal vasoactive intestinal peptide producing tumor,5740,,"['small intestinal vip producing tumor', 'small intestinal vip producing tumour', 'small intestinal vasoactive intestinal peptide producing tumour']"
11227,pancreatic vasoactive intestinal peptide producing tumor,5741,,"['pancreatic vip producing tumor', 'pancreatic vip producing tumour', 'pancreatic vasoactive intestinal peptide producing tumour']"
11228,pancreatic acinar cell adenocarcinoma,5742,,['pancreatic acinar cell carcinoma']
11229,acinic cell breast carcinoma,5743,,[]
11230,ovary serous adenocarcinoma,5744,,"['malignant ovarian serous tumor', 'serous carcinoma of ovary']"
11231,ovarian serous cystadenocarcinoma,5746,,['serous cystadenoma']
11232,uterine ligament serous adenocarcinoma,5747,,[]
11233,rheumatic pulmonary valve disease,5748,,"['rheumatic disease of pulmonary valve', 'rheumatic pulmonary incompetence']"
11234,pulmonary valve disease,5749,0002146,['pulmonary valve disorder']
11235,endometrial serous adenocarcinoma,5750,0009853,"['uterine corpus serous adenocarcinoma', 'uterine papillary serous carcinoma', 'uterine serous carcinoma']"
11236,pancreatic serous cystadenocarcinoma,5751,,['serous cystadenocarcinoma of pancreas']
11237,cervical serous adenocarcinoma,5752,,[]
11238,endocervicitis,5757,,[]
11239,malignant mesenchymoma,5758,,"['mesenchymoma, malignant']"
11240,sebaceous gland neoplasm,5759,,['sebaceous neoplasm']
11241,proteinuria,576,,[]
11242,sebaceous breast carcinoma,5760,,[]
11243,vulvar sebaceous carcinoma,5761,,[]
11244,lung clear cell-sugar-tumor,5763,,[]
11245,lung meningioma,5764,0002048,"['lung primary meningioma', 'primary pulmonary meningioma', 'pulmonary meningioma']"
11246,obsolete primary ectopic meningioma,5765,,[]
11247,pulmonary sclerosing hemangioma,5766,,['pneumocytoma']
11248,hilar lung neoplasm,5767,,"['lung hilum tumor', 'neoplasm of hilus of lung']"
11249,Nager acrofacial dysostosis,5768,,"['afd', 'nager syndrome', 'acrofacial dysostosis 1, nager type', 'preaxial acrofacial dysostosis', 'preaxial manibulofacial dysostosis']"
11250,verruciform xanthoma of skin,5769,0000014,"['cutaneous verruciform xanthoma', 'verruciform xanthoma']"
11251,obsolete Mycobacterium avium-intracellulare lymphadenitis,5770,,['mai lymphadenitis']
11252,obsolete Mycobacterium avium complex lymphadenitis,5771,,['mac lymphadenitis']
11253,central nervous system hematologic cancer,5772,0001017,['cns hematopoietic tumor']
11254,oral submucous fibrosis,5773,,"['oral cavity submucous fibrosis', 'oral submucosal fibrosis', 'oral submucosal fibrosis, including of tongue']"
11255,giant hemangioma,5774,,[]
11256,cavernous hemangioma of colon,5775,0001155,['colonic cavernous hemangioma']
11257,cavernous hemangioma of face,5776,0001456,[]
11258,rectum neuroendocrine neoplasm,5777,0001052,['neuroendocrine tumor of rectum']
11259,obsolete urination disorder,578,,['urination disorder']
11260,atrophic flaccid tympanic membrane,5781,,[]
11261,tympanic membrane disease,5782,0002364,[]
11262,esophageal neuroendocrine tumor,5784,,"['esophageal neuroendocrine tumour', 'neuroendocrine tumor of esophagus', 'neuroendocrine tumour of oesophagus']"
11263,obsolete recurrent hepatoblastoma,5785,,['relapsed hepatoblastoma']
11264,obsolete recurrent childhood cancer of liver,5786,,['relapsed pediatric cancer of the liver']
11265,mixed hepatoblastoma,5789,,['mixed epithelial and mesenchymal hepatoblastoma']
11266,obsolete resectable hepatoblastoma,5790,,[]
11267,obsolete hepatoblastoma with pure fetal epithelial differentiation,5792,,[]
11268,obsolete nonresectable hepatoblastoma,5796,,['non-resectable hepatoblastoma']
11269,obsolete mixed hepatoblastoma with teratoid features,5797,,[]
11270,macrotrabecular hepatoblastoma,5798,,[]
11271,uric acid nephrolithiasis,580,,['acute urate nephropathy']
11272,obsolete hepatoblastoma with combined fetal epithelial differentiation,5802,,[]
11273,discrete subaortic stenosis,5804,,[]
11274,subvalvular aortic stenosis,5805,,[]
11275,stork bite,5806,,"['salmon patch nevus', ""unna's nevus""]"
11276,childhood parosteal osteogenic sarcoma,5809,,[]
11277,obsolete gouty nephropathy,581,,[]
11278,adenosine deaminase deficiency,5810,,['ada']
11279,MHC class II deficiency,5812,,"['blsii', 'scid due to absent class ii hla antigens', 'bare lymphocyte syndrome type ii']"
11280,purine nucleoside phosphorylase deficiency,5813,,"['pnp deficiency', 'purine-nucleoside phosphorylase deficiency', 'deficiency of inosine phosphorylase']"
11281,cerebral lymphoma,5815,,"['brain primary lymphoma', 'primary lymphoma of cerebrum', 'primary cerebral lymphoma']"
11282,obsolete ALPS-associated lymphoma,5818,,[]
11283,obsolete localized lymphoma,5819,,[]
11284,hemoglobinuria,582,,[]
11285,composite lymphoma,5820,,[]
11286,methotrexate-associated lymphoproliferation,5821,,[]
11287,gray zone lymphoma,5822,,[]
11288,childhood lymphoma,5823,,['pediatric lymphoma']
11289,adult lymphoma,5825,,[]
11290,breast lymphoma,5826,,"['lymphoma of the breast', 'lymphoma of breast', 'malignant lymphoma of breast']"
11291,endometrioid ovary carcinoma,5828,,"['ovarian endometrioid carcinoma', 'endometrioid carcinoma ovary']"
11292,uterine ligament endometrioid adenocarcinoma,5829,,[]
11293,hemolytic anemia,583,,['anemia hemolytic']
11294,cervical endometrioid adenocarcinoma,5830,,['endometrioid carcinoma of the cervix uteri']
11295,fallopian tube endometrioid adenocarcinoma,5831,,"['endometrioid carcinoma of the fallopian tube', 'fallopian tube endometrioid cancer']"
11296,obsolete metastatic endometrioid carcinoma,5832,,[]
11297,spermatocytoma,5834,0000473,['spermatocytic seminoma']
11298,extragonadal seminoma,5838,,['primary extragonadal seminoma']
11299,testis seminoma,5842,0000473,"['seminoma of testis', 'seminoma testis', 'testicular seminoma pure']"
11300,posteroinferior myocardial infarction,5843,,[]
11301,myocardial infarction,5844,,"['myocardial infarct', 'heart attack']"
11302,anterolateral myocardial infarction,5845,,[]
11303,septal myocardial infarction,5846,,[]
11304,posterior myocardial infarction,5847,,[]
11305,apical myocardial infarction,5848,,[]
11306,subendocardial myocardial infarction,5849,,[]
11307,nephrolithiasis,585,,"['stone - kidney/ureter', 'kidney stones']"
11308,inferior myocardial infarction,5850,,[]
11309,posterolateral myocardial infarction,5851,,[]
11310,inferolateral myocardial infarct,5852,,[]
11311,lateral myocardial infarction,5853,,[]
11312,silent myocardial infarction,5854,,[]
11313,anteroseptal myocardial infarction,5855,,[]
11314,obsolete secondary chondrosarcoma,5857,,[]
11315,periosteal chondrosarcoma,5859,,[]
11316,myxoid chondrosarcoma,5861,,[]
11317,localized chondrosarcoma,5862,,[]
11318,obsolete recurrent chondrosarcoma,5863,,['relapsed chondrosarcoma']
11319,obsolete metastatic chondrosarcoma,5865,,[]
11320,juxtacortical chondrosarcoma,5866,,[]
11321,clear cell chondrosarcoma,5867,,[]
11322,obsolete tuberculous lung cavity,587,,"['cavitary tuberculosis', 'tuberculous cavity of lung']"
11323,eosinophilic pneumonia,5870,,"['pneumonia, eosinophilic']"
11324,obsolete placental necrosis,5872,,[]
11325,retroperitoneal germ cell neoplasm,5874,,['germ cell tumor of retroperitoneum']
11326,retroperitoneal cancer,5875,0003693,"['malignant neoplasm of retroperitoneum and peritoneum', 'malignant tumor of peritoneum and retroperitoneum', 'neoplasm of retroperitoneum', 'neoplasm of the retroperitoneum', 'retroperitoneal neoplasm', 'tumor of retroperitoneum']"
11327,apocrine sweat gland neoplasm,5876,,['apocrine tumor']
11328,endocardium cancer,5877,0002165,"['malignant endocardial tumor', 'malignant neoplasm of endocardium', 'malignant tumor of endocardium']"
11329,benign intermediate mesothelioma,5884,,['well-differentiated papillary tumor of mesothelium']
11330,obsolete mixed embryonal carcinoma and teratoma with seminoma of the testis,5886,,['mixed embryonal carcinoma and teratoma with seminoma of testis']
11331,obsolete congenital cystic kidney disease,5888,,[]
