,biomarker_ID,main_Xref,assesed_biomarker_entity,biomarker_status,best_biomarker_type,specimen_type,loinc_code,condition_name,assessed_entity_type,evidence_source,notes,gene
451,A0037,UPKB:Q15020,Squamous cell carcinoma antigen (SART3),increased SART3 level,predictive,blood (UN:0000178),19207-0,cervical cancer (DOID:4362),protein,Pre-treatment SCC-Ag level higher than 4 ng/mL may be a useful predictor of tumor recurrence in patients with squamous-cell carcinoma of uterine cervix treated with definitive CRT and ICR. [PMID:30479085],Measured in serum (UN:0001977) as well.,SART3
452,A0037,UPKB:Q15020,Squamous cell carcinoma antigen (SART3),increased SART3 level,prognostic,blood (UN:0000178),19207-0,lung cancer (DOID:1324),protein,Squamous cell carcinoma antigen (SCC) and CA199 increased significantly only in critical cases of COVID-19 as compared with mild and severe cases and normal controls. [PMID:32347972],Measured in serum (UN:0001977) as well.,SART3
453,A0037,UPKB:Q15020,Squamous cell carcinoma antigen (SART3),increased SART3 level,prognostic,blood (UN:0000178),19207-0,ovarian cancer (DOID:2394) ,protein,Squamous cell carcinoma antigen (SCC) and CA199 increased significantly only in critical cases of COVID-19 as compared with mild and severe cases and normal controls. [PMID:32347972],Measured in serum (UN:0001977) as well.,SART3
454,A0037,UPKB:Q15020,Squamous cell carcinoma antigen (SART3),increased SART3 level,prognostic,blood (UN:0000178),19207-0,pancreatic cancer (DOID:1793) ,protein,Squamous cell carcinoma antigen (SCC) and CA199 increased significantly only in critical cases of COVID-19 as compared with mild and severe cases and normal controls. [PMID:32347972],Measured in serum (UN:0001977) as well.,SART3
455,A0038,PCCID:643993,Carbohydrate antigen 199 (CA199),increased CA199 level,risk,blood (UN:0000178),,lung cancer (DOID:1324),glycan,Squamous cell carcinoma antigen (SCC) and CA199 increased significantly only in critical cases of COVID-19 as compared with mild and severe cases and normal controls. [PMID:32347972],Measured in serum (UN:0001977) as well.,CA199
456,A0038,PCCID:643993,Carbohydrate antigen 199 (CA199),increased CA199 level,risk,blood (UN:0000178),,ovarian cancer (DOID:2394) ,glycan,Squamous cell carcinoma antigen (SCC) and CA199 increased significantly only in critical cases of COVID-19 as compared with mild and severe cases and normal controls. [PMID:32347972],Measured in serum (UN:0001977) as well.,CA199
457,A0038,PCCID:643993,Carbohydrate antigen 199 (CA199),increased CA199 level,risk,blood (UN:0000178),,pancreatic cancer (DOID:1793) ,glycan,Squamous cell carcinoma antigen (SCC) and CA199 increased significantly only in critical cases of COVID-19 as compared with mild and severe cases and normal controls. [PMID:32347972],Measured in serum (UN:0001977) as well.,CA199
458,A0042,UPKB:P13500,Monocyte chemoattractant protein 1 (CCL2),increased CCL2 level,predictive,liver (UN:0002107),,liver cancer (DOID:3571),protein,"Univariate analysis demonstrated that the timing of metastases, tumor size, number of metastases, and MCP-1 expression were significant prognostic factors. Multivariate analysis demonstrated that MCP-1 expression was a significant prognostic factor in hepatic disease-free survival. [PMID:19287949]",Increased MCP-1 expression. ,CCL2
459,A0043,UPKB:P09919,Granulocyte colony-stimulating factor (CSF3),increased CSF3 level,prognostic,blood (UN:0000178),54458-5,lung cancer (DOID:1324),protein,It was found that 12 patients had a white blood cell count increased beyond normal as well as a high G-CSF plasma level and the survival of these patients was shorter as compared to the rest of the patients. [PMID:21431281],Increased G-CSF level and white blood cell counts|Measured in plasma (UN:0001969) as well.,CSF3
460,A0045,UPKB:P05112,Interleukin-4 (IL4),increased IL4 level,monitoring,blood (UN:0000178),27161-9,prostate cancer (DOID:10283),protein,Serum IL-4 increased proportionately with disease progression. Our data are consistent with those reported in two smaller series both of which found that IL-4 levels increases as prostate cancer progresses to castrate resistant status. [PMID:24213139],Measured in serum (UN:0001977) as well.,IL4
461,A0046,UPKB:P22301,Interleukin-10 (IL10),increased IL10 level,prognostic,blood (UN:0000178),26848-2,pancreatic cancer (DOID:1793),protein,"IL-6, IL-8, and IL-10 showed significant positive correlations with each other. Moreover, high levels of serum IL-6, IL-8, and IL-10 were independently strongly associated with poor survival of patients with pancreatic cancer. Patients with high IL-6, IL-8, or IL-10 expression (greater than median expression levels) exhibited a significantly shorter survival time, compared with patients with low expression (less than median expression levels) (p<0.001 for IL-6, p<0.01 for IL-8, and p<0.05 for IL-10)  Univariate Cox analysis revealed that a high expression level of either IL-6, IL-8, or IL-10 was associated with poor survival (IL-6: HR = 0.204, 95% CI: 0.107-0.410, p<0.001; IL-8: HR = 0.303, 95% CI: 0.135-0.683, p<0.01; IL-10: HR = 0.336, 95% CI: 0.125-0.900, p<0.05). [PMID:30304975]",Measured in serum (UN:0001977) as well.,IL10
462,A0048,PCCID:1176,Urea (UREA),increased UREA level,prognostic,blood (UN:0000178),22664-7,lung cancer (DOID:1324),metabolite,A raised serum urea above the upper limit of normal (ULN) significantly predicted for increased risk of early death. We have identified raised serum urea as a significant contributory factor that is predictive of an increased risk of early death in SCLC patients treated with chemotherapy. [PMID:18845424],Increased serum urea level|Measured in serum (UN:0001977) as well.,UREA
463,A0049,UPKB:P01034,Cystatin C (CST3),increased CST3 level,diagnostic,blood (UN:0000178),33863-2,ovarian cancer (DOID:2394),protein,Cystatin C was greatly increased in patients with ovarian cancer compared to patients with benign tumors. Results could be used as to differentiate between malignant and benign gynaecological tumors. [PMID:23986888],Measured in serum (UN:0001977) as well.,CST3
464,A0050,PCCID:5280352,Direct bilirubin (DBIL),increased DBIL level,prognostic,blood (UN:0000178),35672-5,colorectal cancer (DOID:9256),metabolite,"Elevated TBIL, DBIL, and CEA were significantly associated with poor 5-year OS in stage IV CRC patients. Moreover, DBIL could be considered as an independent prognostic biomarker for OS. [PMID:29168585]",Measured in serum (UN:0001977) as well.,DBIL
465,A0051,UPKB:P06276,Cholinesterase (BCHE),increased BCHE level,prognostic,blood (UN:0000178),11154-2,colorectal cancer (DOID:9256),protein,"Serum concentrations of albumin, cholinesterase and total cholesterol, and total peripheral lymphocyte count (TLC) were used as nutrition related markers. Results: In multivariate analysis of nutrition related markers, serum albumin and cholinesterase levels were found to be independent prognostic indicators. [PMID:30711999]",,BCHE
466,A0052,UPKB:P02768,Albumin (ALB),decreased ALB level,prognostic,blood (UN:0000178),35706-1,urinary bladder cancer (DOID:11054),protein,Resistant organ damage indices (albumin and albumin–globulin ratio) were significantly associated with lower severity of COVID-19 in patients with cancer (table 3). [PMID:32479790],Measured in plasma (UN:0001969) as well.,ALB
467,A0052,UPKB:P02768,Albumin (ALB),decreased ALB level,prognostic,blood (UN:0000178),35706-1,breast cancer (DOID:1612),protein,Resistant organ damage indices (albumin and albumin–globulin ratio) were significantly associated with lower severity of COVID-19 in patients with cancer (table 3). [PMID:32479790],Measured in plasma (UN:0001969) as well.,ALB
468,A0052,UPKB:P02768,Albumin (ALB),decreased ALB level,prognostic,blood (UN:0000178),35706-1,colorectal cancer (DOID:9256),protein,Resistant organ damage indices (albumin and albumin–globulin ratio) were significantly associated with lower severity of COVID-19 in patients with cancer (table 3). [PMID:32479790],Measured in plasma (UN:0001969) as well.,ALB
469,A0052,UPKB:P02768,Albumin (ALB),decreased ALB level,prognostic,blood (UN:0000178),35706-1,thyroid cancer (DOID:1781),protein,Resistant organ damage indices (albumin and albumin–globulin ratio) were significantly associated with lower severity of COVID-19 in patients with cancer (table 3). [PMID:32479790],Measured in plasma (UN:0001969) as well.,ALB
470,A0052,UPKB:P02768,Albumin (ALB),decreased ALB level,prognostic,blood (UN:0000178),35706-1,lung cancer (DOID:1324),protein,Resistant organ damage indices (albumin and albumin–globulin ratio) were significantly associated with lower severity of COVID-19 in patients with cancer (table 3). [PMID:32479790],Measured in plasma (UN:0001969) as well.,ALB
471,A0052,UPKB:P02768,Albumin (ALB),decreased ALB level,prognostic,blood (UN:0000178),35706-1,cervical cancer (DOID:4362),protein,Resistant organ damage indices (albumin and albumin–globulin ratio) were significantly associated with lower severity of COVID-19 in patients with cancer (table 3). [PMID:32479790],Measured in plasma (UN:0001969) as well.,ALB
472,A0052,UPKB:P02768,Albumin (ALB),decreased ALB level,prognostic,blood (UN:0000178),35706-1,kidney cancer (DOID:263),protein,Resistant organ damage indices (albumin and albumin–globulin ratio) were significantly associated with lower severity of COVID-19 in patients with cancer (table 3). [PMID:32479790],Measured in plasma (UN:0001969) as well.,ALB
473,A0052,UPKB:P02768,Albumin (ALB),decreased ALB level,prognostic,blood (UN:0000178),35706-1,prostate cancer (DOID:10283),protein,Resistant organ damage indices (albumin and albumin–globulin ratio) were significantly associated with lower severity of COVID-19 in patients with cancer (table 3). [PMID:32479790],Measured in plasma (UN:0001969) as well.,ALB
474,A0052,UPKB:P02768,Albumin (ALB),decreased ALB level,prognostic,blood (UN:0000178),35706-1,liver cancer (DOID:3571),protein,Resistant organ damage indices (albumin and albumin–globulin ratio) were significantly associated with lower severity of COVID-19 in patients with cancer (table 3). [PMID:32479790],Measured in plasma (UN:0001969) as well.,ALB
475,A0052,UPKB:P02768,Albumin (ALB),decreased ALB level,prognostic,blood (UN:0000178),35706-1,lymphoma (DOID:8584),protein,Resistant organ damage indices (albumin and albumin–globulin ratio) were significantly associated with lower severity of COVID-19 in patients with cancer (table 3). [PMID:32479790],Measured in plasma (UN:0001969) as well.,ALB
476,A0052,UPKB:P02768,Albumin (ALB),decreased ALB level,prognostic,blood (UN:0000178),35706-1,esophageal cancer (DOID:5041),protein,Resistant organ damage indices (albumin and albumin–globulin ratio) were significantly associated with lower severity of COVID-19 in patients with cancer (table 3). [PMID:32479790],Measured in plasma (UN:0001969) as well.,ALB
477,A0053,PDB:2ERJ,Interleukin-2 receptor (IL-2R),increased IL-2R level,prognostic,blood (UN:0000178),76039-7,stomach cancer (DOID:10534),protein,"In 6 cases with lymph node metastasis, serum soluble IL-2R levels were significantly higher than in those without lymph node metastasis. Five of these 6 cases demonstrated statistically significantly increased levels of serum soluble IL-2R suggesting serum soluble IL-2R as a predictor of lymph node metastasis in early gastric cancer. [PMID:11961349]",Measured in serum (UN:0001977) as well.,IL-2R
478,A0064,UPKB:P10145,Interleukin-8 (IL8),increased IL8 level,prognostic,blood (UN:0000178),33211-4,breast cancer (DOID:1612),protein,"The study showed that IL-6, IL-8 and TNF-alpha levels correlated with clinical disease stage and lymph node metastasis as well as with ER and HER2 antigen expression. Specifically, IL-6 and IL-8 seem to have significant potential as prognostic cancer biomarkers. [PMID:28791816]",Measured in serum (UN:0001977) as well.,IL8
479,A0068,UPKB:Q9BYF1,Angiotensin-converting enzyme 2 (ACE2),decreased ACE2 level,prognostic,pancreas (UN:0001264),,pancreatic cancer (DOID:1793) ,gene,"Expression of ACE2 is decreased in pancreatic ductal adenocarcinoma tissues. The reduction of ACE2 expression by RNA interference promoted the proliferation of cultured pancreatic cancer cells. It was found that ANGII (angiotensin II, a biologically active peptide that works as a regulator of cardiovasular homeostasist) contributes to the down-regulation of ACE2 in cancer patients. [PMID:19212105]",Decreased ACE2 expression.,ACE2
480,A0068,UPKB:Q9BYF1,Angiotensin-converting enzyme 2 (ACE2),increased ACE2 level,prognostic,lung (UN:0002048),,lung cancer (DOID:1324),gene,"Our study showed an increased rate of expression of ACE2 in an elderly male patient in the age group of 60-70 who has LAUD or LUSC. We also conducted a prognostic analysis of ACE2 in lung cancer, we found that ACE2 mRNA is highly expressed. High expression of ACE2 may lead to higher susceptibility of lung cancer patient towards COVID 19 and ACE2 can serve as the best potential biomarker for this disease compared to co-expressed genes. [PMID:32916258]",Increased ACE2 expression.,ACE2
481,A0069,UPKB:P01008,Antithrombin (SERPINC1),increased SERPINC1 level,prognostic,blood (UN:0000178),20991-6,brain cancer (DOID:1319),protein,Our results pointed antithrombin (down) and fibrinogen (up) regulated after a four months treatment deserving to be further verified as prognostic markers for this treatment. Possible links between tumor progression and anti-thrombin expression level are also discussed. [PMID:19227008],Measured in plasma (UN:0001969) as well|glioblastoma (DOID:3068),SERPINC1
482,A0074,,Myeloperoxidase-DNA (MPO-DNA),increased MPO-DNA level,prognostic,blood (UN:0000178),,gastrointestinal system cancer (DOID:3119),DNA,"To further certify autonomous NET formation in patients with GC, we assessed the levels of circulating MPO-DNA complex, a well-established marker of NET formation. We found that the amount of circulating MPO-DNA complex in patients with GC was significantly higher than that in healthy controls. These results suggest that GC creates a systemic environment that primes neutrophils to release procoagulant NETs. [PMID:26823721]",,MPO-DNA
483,A0075,PRO:PR_000050386,Citrullinated histone H3 (CIT-H3),increased CIT-H3 level,prognostic,blood (UN:0000178),,lung cancer (DOID:1324),protein,Our results are the first to unveil H3Cit as a potential diagnostic and prognostic blood marker associated with an exacerbated inflammatory response in patients with advanced cancer. [PMID:29324871],,CIT-H3
484,A0075,PRO:PR_000050386,Citrullinated histone H3 (CIT-H3),increased CIT-H3 level,prognostic,blood (UN:0000178),,breast cancer (DOID:1612),protein,Our results are the first to unveil H3Cit as a potential diagnostic and prognostic blood marker associated with an exacerbated inflammatory response in patients with advanced cancer. [PMID:29324871],,CIT-H3
485,A0075,PRO:PR_000050386,Citrullinated histone H3 (CIT-H3),increased CIT-H3 level,prognostic,blood (UN:0000178),,colorectal cancer (DOID:9256),protein,Our results are the first to unveil H3Cit as a potential diagnostic and prognostic blood marker associated with an exacerbated inflammatory response in patients with advanced cancer. [PMID:29324871],,CIT-H3
486,A0075,PRO:PR_000050386,Citrullinated histone H3 (CIT-H3),increased CIT-H3 level,prognostic,blood (UN:0000178),,cervical cancer (DOID:4362),protein,Our results are the first to unveil H3Cit as a potential diagnostic and prognostic blood marker associated with an exacerbated inflammatory response in patients with advanced cancer. [PMID:29324871],,CIT-H3
487,A0075,PRO:PR_000050386,Citrullinated histone H3 (CIT-H3),increased CIT-H3 level,prognostic,blood (UN:0000178),,liver cancer (DOID:3571),protein,Our results are the first to unveil H3Cit as a potential diagnostic and prognostic blood marker associated with an exacerbated inflammatory response in patients with advanced cancer. [PMID:29324871],,CIT-H3
488,A0075,PRO:PR_000050386,Citrullinated histone H3 (CIT-H3),increased CIT-H3 level,prognostic,blood (UN:0000178),,prostate cancer (DOID:10283),protein,Our results are the first to unveil H3Cit as a potential diagnostic and prognostic blood marker associated with an exacerbated inflammatory response in patients with advanced cancer. [PMID:29324871],,CIT-H3
489,A0077,PRO:PR_000050341,Alanine aminotransferase (ALT),increased ALT level,prognostic,blood (UN:0000178),76625-3,breast cancer (DOID:1612),protein,"Several prospective studies have demonstrated associations between GGT or ALT and risk of type 2 diabetes mellitus, cardiovascular disease, vascular and nonvascular mortality, and all cause mortality outcomes. Emerging evidence indicates that increasing levels of GGT and ALT may each be linked to cancer risk. A number of prospective studies have been published reporting on the associations between baseline levels of these enzymes and risk of cancer, but their results have been inconsistent, particularly for ALT. Whereas some studies have observed positive associations of circulating levels of these enzymes with risk of cancer, others have shown inverse associations, with some studies showing no associations at all. [PMID:25043373]",,ALT
490,A0079,UPKB:P17174,Aspartate aminotransferase (GOT1),increased GOT1 level,risk,blood (UN:0000178),,esophageal cancer (DOID:5041),protein,Increased levels of AST had a higher risk for esophageal cancer. [PMID:20376881],Increased AST level|Measured in serum (UN:0001977) as well.,GOT1
491,A0081,PCCID:5360545,Sodium (Na+),increased Na+ level,diagnostic,blood (UN:0000178),2947-0,lung cancer (DOID:1324),chemical element,"The influx of sodium (Na+ ) ions into a resting cell is regulated by Na+ channels and by Na+/H+ and Na+/Ca2+ exchangers, whereas Na+ ion efflux is mediated by the activity of Na+ /K+ -ATPase to maintain a high transmembrane Na+ ion gradient. Dysfunction of this system leads to changes in the intracellular sodium concentration that promotes cancer metastasis by mediating invasion and migration. Alterations in the Na+ ion concentration may potentially be used as a biomarker for malignant tumor diagnosis and prognosis. [PMID:32219933]",,Na+
492,A0082,PCCID:9750,Plasma citrulline (CIT),decreased CIT level,prognostic,blood (UN:0000178),2129-5,colorectal cancer (DOID:9256),metabolite,"Plasma citrulline (Cit) is an amino acid that is produced by small bowel enterocytes. The plasma citrulline level is a reliable and objective biochemical marker of enterocyte mass and function in humans, and therefore can be used to monitor enterocyte toxicity resulting from chemotherapy and radiotherapy during anticancer therapy in patients with severely disturbed gut integrity. [PMID:25473654]",Decreased plasma citrulline level,CIT
493,A0087,UPKB:P21583,Stem cell factor (KITLG),increase KITLG level,prognostic,blood (UN:0000178),,breast cancer (DOID:1612),protein,"Increase in SCF causes a downregulation of certain proteins which induces and activates metastasis in breast cancer patients after surgery. SCF triggers the activation of transcription factors involved in cell proliferation, apoptosis and differentiation, which are frequently associated with tumor progression or metastasis. [PMID:31254605]",Increased SCF level.,KITLG
494,A0088,PCCID:5280352,Bilirubin (BIL),increased BIL level,prognostic,blood (UN:0000178),33898-8,ovarian cancer (DOID:2394),metabolite,"This study found that the increased level of serum bilirubin correlates with better prognosis in patients with EOC. In this study, patients with higher preoperative serum TBIL and IBL levels showed prolonged OS and PFS compared with those with lower preoperative TBIL and IBL levels. [PMID:32509218]",Measured in serum (UN:0001977) as well.,BIL
495,A0089,NCIt:C38462,Activated partial thromboplastin time (APTT),increased APTT,prognostic,blood (UN:0000178),3173-2,colorectal cancer (DOID:9256),protein,"This study also showed that APTT increased gradually in patients with CRC, which could cause decreases in blood coagulation function and render patients prone to colorectal bleeding. [PMID:32753955]",,APTT
496,A0090,NCIt:C62656,Prothrombin time (PT),increased PT,prognostic,blood (UN:0000178),5894-1,colorectal cancer (DOID:9256),protein,"The PT level in patients with advanced stage colorectal cancer was increased significantly compared with those in an early stage, which indicated that PT could be used as a marker for evaluating prognosis in patients with CRC. [PMID:32753955]",,PT
497,A0093,UPKB:O15123,Angiopoietin-2 gene polymorphism rs12674822 (ANGPT2),presence of,risk,blood (UN:0000178),,colorectal cancer (DOID:9256),gene,Genetic variants of the Angpt2 rs12674822 polymorphism appears to be correlated with the risk of CRC and PFS in CRC patients. [PMID:31929743],ANGP2 polymorphism rs12674822|Measured in serum (UN:0001977) as well|UPKB:O15123,ANGPT2
498,A0097,UPKB:P09104,Neuron-specific enolase (ENO2),increased ENO2 level,prognostic,blood (UN:0000178),19193-2,lung cancer (DOID:1324),protein,"This is the first report with such a substantial evaluation of cancer biomarkers on a large patient population of COVID-19. Our data demonstrate that levels of serum HE4, CYFRA21-1, CEA, CA125, CA153, SCC, and NSE are positively associated with CRP, a crucial factor in correlation with the severity of the disease. We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute pathophysiological injuries. [PMID:32347972] Tumor marker serum levels were related to histological type and tumor extension, with ProGRP being the most sensitive marker in SCLC, CEA in adenocarcinomas and CYFRA 21-1 in squamous tumors. The most sensitive combinations of tumor markers were ProGRP and NSE in SCLC (88%), and CEA plus CYFRA in NSCLC (82%). In summary, ProGRP is the tumor marker of choice in SCLC and NSE is a complementary tumor marker in this histological type. [PMID:16033098] Tumor biomarkers, such as carcino embryonic antigen (CEA), cytokeratin 19 fragment (CYFRA21-1), neuron-specific enolase (NSE), squamous cell carcinoma antigen (SCCA) and Pro-Gastrin Releasing Peptide (ProGRP), were elevated. [PMID:32504736]",Measured in serum (UN:0001977) as well.,ENO2
499,A0097,UPKB:P09104,Neuron-specific enolase (ENO2),increased ENO2 level,monitoring,blood (UN:0000178),19193-2,lung cancer (DOID:1324),protein,"Our results confirm that patients with lung cancer have increased serum levels of CEA, CYFRA 21-1, ProGRP, and NSE compared to patients with benign disease. Moreover, we found a strong association among the SCLC patients and high levels of ProGRP and NSE. [PMID:30994045]",,ENO2
500,A0098,PRO:PR_000050383,Progastrin releasing peptide (PROGRP),increased PROGRP level,prognostic,blood (UN:0000178),,lung cancer (DOID:1324),protein,"Tumor marker serum levels were related to histological type and tumor extension, with ProGRP being the most sensitive marker in SCLC. The most sensitive combinations of tumor markers were ProGRP and NSE in SCLC (88%), and CEA plus CYFRA in NSCLC (82%). In summary, ProGRP is the tumor marker of choice in SCLC and NSE is a complementary tumor marker in this histological type. [PMID:16033098] Tumor biomarkers, such as carcino embryonic antigen (CEA), cytokeratin 19 fragment (CYFRA21-1), neuron-specific enolase (NSE), squamous cell carcinoma antigen (SCCA) and Pro-Gastrin Releasing Peptide (ProGRP), were elevated in cases than those in controls (pall<0.01). [PMID:32504736]",Measured in serum (UN:0001977) as well.,PROGRP
501,A0101,UPKB:O43915,Vascular endothelial growth factor D (VEGF-D),increased VEGF-D level,prognostic,blood (UN:0000178),82911-9,breast cancer (DOID:1612),protein,"VEGF-D expression may play a crucial role for lymph node metastasis of breast cancers. Our data identifying VEGF-D expression in tumors of patients with a poor survival prognosis provides, to our knowledge, a first analysis of this VEGF as prognostic factor in patients with breast cancer. [PMID:12576440]",,VEGF-D
502,A0105,PDB:3B75,Glycosylated hemoglobin (HBA1C),increased HBA1C level,predictive,blood (UN:0000178),4548-4,breast cancer (DOID:1612),protein,Glycosylated Hemoglobin A1c Is associated with Anthropometric Measurements and Tumor Characteristics in Breast Cancer Patients. [PMID:32189971],,HBA1C
503,A0109,PRO:PR_000050252,Immunoglobulin G (IGG),increased IGG level,prognostic,blood (UN:0000178),2465-3,lung cancer (DOID:1324),protein,"In this study, we found that the extents of IgG expression in 86 lung cancers were positively related to clinical stage, pathological grade and lymph node metastasis. We also found that IgG of cancerous origin has the ability of promoting growth and survival of tumor cells. [DOI:10.1371/journal.pone.0097359]",,IGG
504,A0111,PCCID:7762,Ethyl butanoate (EB),increased EB level,diagnostic,feces (UN:0001988),,colorectal cancer (DOID:9256),metabolite,"Volatile organic compound analysis may have a superior diagnostic ability for the identification of colorectal adenocarcinoma, when compared to other faecal biomarkers, including those currently employed in UK. [PMID:30828825]",,EB
505,A0113,PCCID:3776,Isopropanol (IP),decreased IP level,diagnostic,feces (UN:0001988),32084-6,colorectal cancer (DOID:9256),metabolite,"Volatile organic compound analysis may have a superior diagnostic ability for the identification of colorectal adenocarcinoma, when compared to other faecal biomarkers, including those currently employed in UK. [PMID:30828825]",,IP
506,A0116,UPKB:Q9BZZ2,Sialoadhesin (SIGLEC1),increased SIGLEC1 level,prognostic,blood (UN:0000178),,colorectal cancer (DOID:9256),protein,"Quantitative analysis revealed that the percentages of circulating CD14+CD169+ monocytes from the patients were significantly higher than from HC (18.21% vs. 1.42%, P<0.0001; Fig 1C). Hence, significantly increased percentages of circulating CD14+CD169+ monocytes existed in CRC patients.[PMID:26509874]",Monocyte CD169,SIGLEC1
507,A0117,UPKB:P04275,von Willebrand factor (VWF),increased VWF level,predictive,blood (UN:0000178),41867-3,liver cancer (DOID:3571),protein,The VWF: Ag levels were higher in patients with severe liver fibrosis stage and/or HCC development than in those without. The area under the curve of VWF: Ag for diagnosis of severe liver fibrosis stage was 0.721. Multivariable analysis showed that only VWF: Ag was a predictive biomarker for HCC development. [PMID:30386613],hepatocellular carcinoma (DOID:684),VWF
508,A0119,UPKB:P29965,CD40 ligand (CD40LG),increased CD40LG level,prognostic,blood (UN:0000178),,pancreatic cancer (DOID:1793) ,protein,Serum sCD40L levels were significantly higher in PDAC group compared with non-cancer groups in both training (p<0.05) and validation (p<0.05) datasets. [PMID:24745825],Measured in serum (UN:0001977) as well.,CD40LG
509,A0127,NCIT:C105971,Calprotectin (S100A8/S100A9),increased S100A8/S100A9 level,monitoring,urine (UN:0001088),93771-4 ,urinary bladder cancer (DOID:11054),protein,"Urothelial malignancies are associated with highly increased concentrations of calprotecin in the urine. In absence of renal failure and pyuria, calprotectin constitutes a promising biomarker for the detection of bladder cancer. [PMID:24378824]",,S100A8/S100A9
510,A0128,UPKB:P22894,Matrix metalloproteinase-8 (MMP8),increased MMP8 level,prognostic,blood (UN:0000178),,colorectal cancer (DOID:9256),protein,"The patients with high-serum MMP-8 levels (>100 ng/mL) had poor cancer-specific survival, independent of tumour stage, grade, lymphatic invasion, patient age, BRAF VE1 immunohistochemistry, mismatch repair deficiency, Immunoscore and mGPS. High-serum MMP-8 levels are associated with systemic inflammation and adverse outcome in CRC. [PMID:29808017]",Measured in serum (UN:0001977) as well.,MMP8
511,A0133,UPKB:P17931,Galectin-3 (LGALS3),increased LGALS3 level,prognostic,colon (UN:0001155),,colorectal cancer (DOID:9256),protein,"High expression of tumoral gal-3 was associated with tumor size, poor differentiation and negatively related to low E-cadherin expression. Multivariate analysis revealed that tumoral gal-3 expression was the only independent predictor of both tumor recurrence and overall survival after resection. [PMID:28085015]",,LGALS3
512,A0134,UPKB:P06702,Protein S100A9 (S100A9),increased S100A9 level,predictive,blood (UN:0000178),,kidney cancer (DOID:263),protein,Serum and mRNA expression levels of S100A8 and S100A9 were found to be upregulated in patients with RCC. The overexpression of S100A8 and S100A9 in cancer cells was also confirmed by immunohistochemistry. [PMID:25673070],Measured in serum (UN:0001977) as well|renal cell carcinoma (DOID:4450),S100A9
513,A0135,UPKB:P07196,Neurofilament light chain (NEFL),increased NEFL level,diagnostic,blood (UN:0000178),,brain cancer (DOID:1319),protein,"The median NfL level was significantly higher in patients with brain metastases than in patients without (35 versus 16 pg/mL, p = 0.001) and separated patients with an area under the curve of 0.77 (0.66-0.89). An increase in NfL could be measured median 3 months (range: 1-5) before the brain metastasis diagnosis. Further, a high level of NfL at time of brain metastasis diagnosis correlated with an inferior survival (hazard ratio: 2.10 (95% confidence interval: 1.11-3.98)). [PMID:33023150]",Measured in serum (UN:0001977) as well|glioblastoma (DOID:3068),NEFL
514,A0137,CHEBI:28728,Thromboxane B2 (TXB2),increased TXB2 level,prognostic,urine (UN:0001088),3012-2,urinary bladder cancer (DOID:11054),metabolite,We found increased levels of thromboxane B(2) (TXB(2)) the major metabolite of TXAS and increased levels of the TP beta receptor. These results raised the possibility that patients with bladder cancer may be followed for progression or remission of their disease by quantitation of these substances in their urine. [PMID:21983220],,TXB2
515,A0140,UPKB:P01031,Complement C5A (C5),increased C5 level,prognostic,blood (UN:0000178),4505-4,head and neck cancer (DOID:11934) ,protein,Higher C5a concentrations correlated with tumor differentiation and OSCC extension state. [PMID:29423024],Measured in serum (UN:0001977) as well|oral squamous cell carcinoma (DOID:0050866),C5
516,A0141,UPKB:P01024,Complement 3A (C3),increased C3 level,diagnostic,blood (UN:0000178),,liver cancer (DOID:3571),protein,C3a fragment is a potential marker for the early detection of HCV-related HCC. [PMID:20012107],Measured in serum (UN:0001977) as well|hepatocellular carcinoma (DOID:684),C3
517,A0142,UPKB:P78423,Fractalkine (CX3CL1),increased CX3CL1 level,diagnostic,blood (UN:0000178),,pancreatic cancer (DOID:1793) ,protein,Fractalkine/CX3CR1 could serve as a diagnostic marker and as a potential target for chemotherapy in early stage pancreatic cancer. [PMID:28845524],,CX3CL1
518,A0143,UPKB:P19320,Vascular cell adhesion molecule-1 (VCAM-1),increased VCAM-1 level,prognostic,blood (UN:0000178),75627-0,colorectal cancer (DOID:9256),protein,The current findings demonstrate that VCAM1 promotes tumor progression in CRC. [PMID:24771582],,VCAM-1
519,A0144,UPKB:P05362,Intercellular adhesion molecule 1 (ICAM-1),decreased ICAM-1 level,prognostic,blood (UN:0000178),17174-4,lung cancer (DOID:1324),protein,Improved prognosis was associated with … decreased Intercellular adhesion molecule 1 (ICAM1) mRNA expression in lung cancer patients. [PMID:32195055],,ICAM-1
520,A0145,UPKB:Q16853,Vascular adhesion protein-1 (AOC3),increased AOC3 level,prognostic,blood (UN:0000178),,breast cancer (DOID:1612),protein,VAP-1 is shown to be a biomarker that can predict invasive potential and clinical outcome in breast cancer. [PMID:30160019],Increased VAP-1 level.,AOC3
521,A0195,,Squamous cell carcinoma antigen-immunoglobulin M complex (SCCA-IGM),increased SCCA-IGM level,diagnostic,blood (UN:0000178),,liver cancer (DOID:3571),protein,"In the current study, we have demonstrated that SCCA variants, which are overexpressed remarkably in liver tumor tissues, are detectable in serum from patients with HCC coupled to IgMs to form circulating Ics. [PMID:15887222]",SCCA-IgM ICs|Measured in serum (UN:0001977) as well.,SCCA-IGM
